,Border,Date,Measure,Value,Average
4560,US-Canada Border,2011-11-01,Train Passengers,12523,28896.0
4559,US-Canada Border,2011-10-01,Truck Containers Empty,99257,99957.0
4558,US-Mexico Border,2011-10-01,Pedestrians,3312589,3213031.0
4557,US-Canada Border,2011-10-01,Pedestrians,45801,51462.0
4556,US-Mexico Border,2011-10-01,Train Passengers,320,304.0
4555,US-Canada Border,2011-10-01,Rail Containers Empty,57794,55812.0
4554,US-Canada Border,2011-10-01,Bus Passengers,207912,252245.0
4553,US-Mexico Border,2011-10-01,Buses,16151,17098.0
4552,US-Mexico Border,2011-10-01,Truck Containers Empty,121573,131081.0
4551,US-Mexico Border,2011-10-01,Truck Containers Full,266458,273659.0
4550,US-Canada Border,2011-10-01,Personal Vehicles,2684788,3053273.0
4549,US-Canada Border,2011-10-01,Truck Containers Full,348741,344848.0
4548,US-Mexico Border,2011-10-01,Bus Passengers,208042,231901.0
4547,US-Canada Border,2011-10-01,Trucks,472396,463158.0
4546,US-Mexico Border,2011-10-01,Trains,752,733.0
4545,US-Canada Border,2011-10-01,Personal Vehicle Passengers,4879497,5882689.0
4544,US-Mexico Border,2011-10-01,Rail Containers Empty,37551,34866.0
4543,US-Mexico Border,2011-10-01,Personal Vehicle Passengers,9261973,9231107.0
4542,US-Canada Border,2011-10-01,Trains,2317,2301.0
4541,US-Canada Border,2011-10-01,Train Passengers,15841,33579.0
4540,US-Mexico Border,2011-10-01,Trucks,412429,405169.0
4539,US-Mexico Border,2011-10-01,Personal Vehicles,5153249,5109804.0
4538,US-Mexico Border,2011-10-01,Rail Containers Full,31653,31209.0
4537,US-Canada Border,2011-10-01,Rail Containers Full,116170,107667.0
4536,US-Canada Border,2011-10-01,Buses,9173,11567.0
4535,US-Canada Border,2011-09-01,Rail Containers Empty,56359,55282.0
4534,US-Canada Border,2011-09-01,Train Passengers,27171,35770.0
4533,US-Canada Border,2011-09-01,Truck Containers Empty,99849,99764.0
4532,US-Mexico Border,2011-09-01,Truck Containers Empty,131108,132174.0
4531,US-Canada Border,2011-09-01,Personal Vehicles,2836400,3048886.0
4530,US-Canada Border,2011-09-01,Personal Vehicle Passengers,5200159,5881871.0
4529,US-Canada Border,2011-09-01,Trucks,467016,465050.0
4528,US-Canada Border,2011-09-01,Truck Containers Full,345284,346173.0
4527,US-Canada Border,2011-09-01,Trains,2286,2285.0
4526,US-Mexico Border,2011-09-01,Buses,15546,17513.0
4525,US-Mexico Border,2011-09-01,Personal Vehicle Passengers,8707267,9246842.0
4524,US-Mexico Border,2011-09-01,Trains,731,725.0
4523,US-Canada Border,2011-09-01,Buses,11077,12045.0
4522,US-Mexico Border,2011-09-01,Rail Containers Empty,35428,34593.0
4521,US-Mexico Border,2011-09-01,Rail Containers Full,30245,31236.0
4520,US-Mexico Border,2011-09-01,Bus Passengers,185835,233162.0
4519,US-Mexico Border,2011-09-01,Pedestrians,3084806,3214636.0
4518,US-Canada Border,2011-09-01,Bus Passengers,243856,261911.0
4517,US-Mexico Border,2011-09-01,Train Passengers,304,304.0
4516,US-Canada Border,2011-09-01,Pedestrians,47679,48171.0
4515,US-Canada Border,2011-09-01,Rail Containers Full,111616,106032.0
4514,US-Mexico Border,2011-09-01,Trucks,399902,408256.0
4513,US-Mexico Border,2011-09-01,Truck Containers Full,268207,278814.0
4512,US-Mexico Border,2011-09-01,Personal Vehicles,4941668,5120403.0
4511,US-Canada Border,2011-08-01,Rail Containers Empty,57673,54786.0
4510,US-Canada Border,2011-08-01,Personal Vehicles,3437038,2972740.0
4509,US-Mexico Border,2011-08-01,Truck Containers Full,280230,280476.0
4508,US-Canada Border,2011-08-01,Trucks,463168,461742.0
4507,US-Canada Border,2011-08-01,Truck Containers Empty,102171,99239.0
4506,US-Mexico Border,2011-08-01,Trains,782,710.0
4505,US-Canada Border,2011-08-01,Pedestrians,74700,42970.0
4504,US-Canada Border,2011-08-01,Bus Passengers,278337,254472.0
4503,US-Canada Border,2011-08-01,Personal Vehicle Passengers,7026785,5744217.0
4502,US-Mexico Border,2011-08-01,Rail Containers Empty,35076,34674.0
4501,US-Canada Border,2011-08-01,Rail Containers Full,105914,105476.0
4500,US-Mexico Border,2011-08-01,Pedestrians,3225673,3277261.0
4499,US-Mexico Border,2011-08-01,Train Passengers,259,298.0
4498,US-Mexico Border,2011-08-01,Trucks,395587,409633.0
4497,US-Mexico Border,2011-08-01,Bus Passengers,257328,243474.0
4496,US-Mexico Border,2011-08-01,Personal Vehicles,5216812,5145673.0
4495,US-Mexico Border,2011-08-01,Rail Containers Full,30003,30999.0
4494,US-Canada Border,2011-08-01,Buses,12666,11531.0
4493,US-Mexico Border,2011-08-01,Personal Vehicle Passengers,9502999,9362860.0
4492,US-Canada Border,2011-08-01,Trains,2404,2259.0
4491,US-Mexico Border,2011-08-01,Buses,17086,17907.0
4490,US-Canada Border,2011-08-01,Train Passengers,45368,33934.0
4489,US-Mexico Border,2011-08-01,Truck Containers Empty,138808,129202.0
4488,US-Canada Border,2011-08-01,Truck Containers Full,355280,343322.0
4487,US-Canada Border,2011-07-01,Trucks,427166,469858.0
4486,US-Canada Border,2011-07-01,Rail Containers Full,104412,105855.0
4485,US-Mexico Border,2011-07-01,Truck Containers Empty,128754,129038.0
4484,US-Mexico Border,2011-07-01,Rail Containers Full,31113,31180.0
4483,US-Mexico Border,2011-07-01,Truck Containers Full,261337,287393.0
4482,US-Canada Border,2011-07-01,Personal Vehicles,3476685,2750231.0
4481,US-Mexico Border,2011-07-01,Pedestrians,3273285,3359286.0
4480,US-Canada Border,2011-07-01,Train Passengers,43576,27231.0
4479,US-Canada Border,2011-07-01,Buses,13072,10500.0
4478,US-Mexico Border,2011-07-01,Trucks,389195,420594.0
4477,US-Canada Border,2011-07-01,Trains,2277,2207.0
4476,US-Mexico Border,2011-07-01,Buses,19871,18126.0
4475,US-Mexico Border,2011-07-01,Bus Passengers,300351,239993.0
4474,US-Canada Border,2011-07-01,Truck Containers Full,314081,347698.0
4473,US-Mexico Border,2011-07-01,Personal Vehicle Passengers,9746353,9316229.0
4472,US-Canada Border,2011-07-01,Personal Vehicle Passengers,7137736,5194700.0
4471,US-Mexico Border,2011-07-01,Trains,704,696.0
4470,US-Mexico Border,2011-07-01,Train Passengers,320,316.0
4469,US-Mexico Border,2011-07-01,Personal Vehicles,5149478,5152100.0
4468,US-Canada Border,2011-07-01,Bus Passengers,284762,228106.0
4467,US-Mexico Border,2011-07-01,Rail Containers Empty,32826,34921.0
4466,US-Canada Border,2011-07-01,Rail Containers Empty,54344,53697.0
4465,US-Canada Border,2011-07-01,Pedestrians,55645,31808.0
4464,US-Canada Border,2011-07-01,Truck Containers Empty,94031,100281.0
4463,US-Mexico Border,2011-06-01,Rail Containers Empty,33449,33806.0
4462,US-Canada Border,2011-06-01,Truck Containers Empty,104479,99509.0
4461,US-Mexico Border,2011-06-01,Trucks,428731,417870.0
4460,US-Mexico Border,2011-06-01,Truck Containers Empty,135164,126429.0
4459,US-Mexico Border,2011-06-01,Buses,16835,17317.0
4458,US-Mexico Border,2011-06-01,Train Passengers,319,307.0
4457,US-Canada Border,2011-06-01,Bus Passengers,246356,196927.0
4456,US-Canada Border,2011-06-01,Pedestrians,33484,23247.0
4455,US-Canada Border,2011-06-01,Train Passengers,35937,20711.0
4454,US-Canada Border,2011-06-01,Personal Vehicle Passengers,5169270,4442085.0
4453,US-Canada Border,2011-06-01,Personal Vehicles,2831455,2436991.0
4452,US-Mexico Border,2011-06-01,Truck Containers Full,292062,286888.0
4451,US-Mexico Border,2011-06-01,Rail Containers Full,33029,30337.0
4450,US-Mexico Border,2011-06-01,Personal Vehicle Passengers,8936943,9001194.0
4449,US-Canada Border,2011-06-01,Rail Containers Empty,52888,51712.0
4448,US-Canada Border,2011-06-01,Rail Containers Full,100222,104443.0
4447,US-Canada Border,2011-06-01,Truck Containers Full,360852,347193.0
4446,US-Canada Border,2011-06-01,Buses,11846,9209.0
4445,US-Canada Border,2011-06-01,Trucks,486042,468270.0
4444,US-Canada Border,2011-06-01,Trains,2219,2135.0
4443,US-Mexico Border,2011-06-01,Personal Vehicles,5087815,5046043.0
4442,US-Mexico Border,2011-06-01,Bus Passengers,207947,215332.0
4441,US-Mexico Border,2011-06-01,Pedestrians,3168800,3323502.0
4440,US-Mexico Border,2011-06-01,Trains,698,671.0
4439,US-Canada Border,2011-05-01,Buses,11562,8227.0
4438,US-Mexico Border,2011-05-01,Train Passengers,317,305.0
4437,US-Mexico Border,2011-05-01,Pedestrians,3320617,3359798.0
4436,US-Mexico Border,2011-05-01,Bus Passengers,214348,220778.0
4435,US-Canada Border,2011-05-01,Personal Vehicle Passengers,4875403,4107254.0
4434,US-Canada Border,2011-05-01,Truck Containers Full,355369,342817.0
4433,US-Mexico Border,2011-05-01,Trucks,427866,410138.0
4432,US-Canada Border,2011-05-01,Bus Passengers,256246,172156.0
4431,US-Canada Border,2011-05-01,Pedestrians,29349,18611.0
4430,US-Mexico Border,2011-05-01,Personal Vehicle Passengers,9340649,9113316.0
4429,US-Canada Border,2011-05-01,Truck Containers Empty,98289,97897.0
4428,US-Canada Border,2011-05-01,Rail Containers Empty,55148,50265.0
4427,US-Canada Border,2011-05-01,Rail Containers Full,107994,104667.0
4426,US-Canada Border,2011-05-01,Trucks,481860,459199.0
4425,US-Mexico Border,2011-05-01,Rail Containers Full,31788,28990.0
4424,US-Mexico Border,2011-05-01,Personal Vehicles,5206244,5064851.0
4423,US-Canada Border,2011-05-01,Trains,2240,2112.0
4422,US-Mexico Border,2011-05-01,Truck Containers Full,292236,280621.0
4421,US-Canada Border,2011-05-01,Personal Vehicles,2662854,2271717.0
4420,US-Mexico Border,2011-05-01,Trains,708,656.0
4419,US-Mexico Border,2011-05-01,Truck Containers Empty,127038,124244.0
4418,US-Canada Border,2011-05-01,Train Passengers,26800,16095.0
4417,US-Mexico Border,2011-05-01,Buses,18228,17335.0
4416,US-Mexico Border,2011-05-01,Rail Containers Empty,36185,33229.0
4415,US-Canada Border,2011-04-01,Truck Containers Empty,97226,94998.0
4414,US-Canada Border,2011-04-01,Personal Vehicle Passengers,4511893,3989572.0
4413,US-Mexico Border,2011-04-01,Rail Containers Empty,35832,31981.0
4412,US-Canada Border,2011-04-01,Rail Containers Full,108839,102895.0
4411,US-Mexico Border,2011-04-01,Bus Passengers,237395,232345.0
4410,US-Canada Border,2011-04-01,Trucks,450476,443311.0
4409,US-Canada Border,2011-04-01,Buses,8511,7336.0
4408,US-Mexico Border,2011-04-01,Train Passengers,277,286.0
4407,US-Mexico Border,2011-04-01,Personal Vehicles,5068017,5123253.0
4406,US-Canada Border,2011-04-01,Train Passengers,17987,13263.0
4405,US-Mexico Border,2011-04-01,Trains,658,638.0
4404,US-Mexico Border,2011-04-01,Truck Containers Empty,116247,123827.0
4403,US-Canada Border,2011-04-01,Pedestrians,21671,16477.0
4402,US-Mexico Border,2011-04-01,Truck Containers Full,276516,272043.0
4401,US-Mexico Border,2011-04-01,Pedestrians,3397930,3453462.0
4400,US-Mexico Border,2011-04-01,Rail Containers Full,29063,28055.0
4399,US-Canada Border,2011-04-01,Personal Vehicles,2455670,2196268.0
4398,US-Canada Border,2011-04-01,Trains,2156,2088.0
4397,US-Mexico Border,2011-04-01,Trucks,406786,399876.0
4396,US-Canada Border,2011-04-01,Truck Containers Full,331027,332178.0
4395,US-Canada Border,2011-04-01,Bus Passengers,206660,149065.0
4394,US-Canada Border,2011-04-01,Rail Containers Empty,53875,49077.0
4393,US-Mexico Border,2011-04-01,Buses,17515,17502.0
4392,US-Mexico Border,2011-04-01,Personal Vehicle Passengers,9287354,9312223.0
4391,US-Mexico Border,2011-03-01,Rail Containers Full,30907,27556.0
4390,US-Mexico Border,2011-03-01,Personal Vehicles,5248946,5128086.0
4389,US-Canada Border,2011-03-01,Personal Vehicles,2324489,2155880.0
4388,US-Canada Border,2011-03-01,Truck Containers Empty,107381,94686.0
4387,US-Mexico Border,2011-03-01,Train Passengers,346,289.0
4386,US-Canada Border,2011-03-01,Trucks,503747,443070.0
4385,US-Mexico Border,2011-03-01,Buses,18183,17758.0
4384,US-Mexico Border,2011-03-01,Truck Containers Empty,137985,126262.0
4383,US-Canada Border,2011-03-01,Train Passengers,11857,12032.0
4382,US-Canada Border,2011-03-01,Truck Containers Full,377162,335738.0
4381,US-Canada Border,2011-03-01,Buses,7510,7221.0
4380,US-Mexico Border,2011-03-01,Trains,710,639.0
4379,US-Canada Border,2011-03-01,Trains,2141,2079.0
4378,US-Canada Border,2011-03-01,Bus Passengers,146506,140687.0
4377,US-Mexico Border,2011-03-01,Trucks,450390,397783.0
4376,US-Mexico Border,2011-03-01,Pedestrians,3635797,3446066.0
4375,US-Mexico Border,2011-03-01,Personal Vehicle Passengers,9269845,9307576.0
4374,US-Canada Border,2011-03-01,Rail Containers Full,107810,101054.0
4373,US-Mexico Border,2011-03-01,Rail Containers Empty,36312,31777.0
4372,US-Mexico Border,2011-03-01,Bus Passengers,239925,229297.0
4371,US-Canada Border,2011-03-01,Pedestrians,18890,15901.0
4370,US-Mexico Border,2011-03-01,Truck Containers Full,314814,270051.0
4369,US-Canada Border,2011-03-01,Personal Vehicle Passengers,4279200,3905571.0
4368,US-Canada Border,2011-03-01,Rail Containers Empty,52229,48231.0
4367,US-Canada Border,2011-02-01,Personal Vehicles,1910489,2189291.0
4366,US-Mexico Border,2011-02-01,Buses,15825,17717.0
4365,US-Canada Border,2011-02-01,Rail Containers Empty,44420,48287.0
4364,US-Canada Border,2011-02-01,Train Passengers,10974,12538.0
4363,US-Mexico Border,2011-02-01,Personal Vehicles,4619191,5144944.0
4362,US-Canada Border,2011-02-01,Pedestrians,12843,21690.0
4361,US-Canada Border,2011-02-01,Bus Passengers,128865,152926.0
4360,US-Mexico Border,2011-02-01,Truck Containers Empty,115713,123050.0
4359,US-Mexico Border,2011-02-01,Rail Containers Full,26899,27521.0
4358,US-Mexico Border,2011-02-01,Truck Containers Full,258810,258667.0
4357,US-Canada Border,2011-02-01,Buses,6614,7631.0
4356,US-Mexico Border,2011-02-01,Trucks,375579,387105.0
4355,US-Canada Border,2011-02-01,Personal Vehicle Passengers,3374657,4015447.0
4354,US-Canada Border,2011-02-01,Rail Containers Full,97349,100900.0
4353,US-Mexico Border,2011-02-01,Rail Containers Empty,27250,32084.0
4352,US-Mexico Border,2011-02-01,Trains,580,638.0
4351,US-Mexico Border,2011-02-01,Pedestrians,3094367,3383302.0
4350,US-Mexico Border,2011-02-01,Bus Passengers,177045,226386.0
4349,US-Canada Border,2011-02-01,Trucks,419227,434480.0
4348,US-Canada Border,2011-02-01,Trains,1919,2092.0
4347,US-Mexico Border,2011-02-01,Personal Vehicle Passengers,8171180,9552436.0
4346,US-Canada Border,2011-02-01,Truck Containers Full,311553,330150.0
4345,US-Mexico Border,2011-02-01,Train Passengers,276,275.0
4344,US-Canada Border,2011-02-01,Truck Containers Empty,90170,92740.0
4343,US-Canada Border,2011-01-01,Bus Passengers,122501,175052.0
4342,US-Mexico Border,2011-01-01,Train Passengers,308,273.0
4341,US-Mexico Border,2011-01-01,Rail Containers Full,26291,27965.0
4340,US-Canada Border,2011-01-01,Rail Containers Full,101343,101151.0
4339,US-Canada Border,2011-01-01,Pedestrians,10304,27341.0
4338,US-Mexico Border,2011-01-01,Truck Containers Empty,124238,125809.0
4337,US-Mexico Border,2011-01-01,Rail Containers Empty,30565,33595.0
4336,US-Mexico Border,2011-01-01,Trains,624,655.0
4335,US-Canada Border,2011-01-01,Buses,6937,8495.0
4334,US-Canada Border,2011-01-01,Trucks,440684,444408.0
4333,US-Canada Border,2011-01-01,Personal Vehicle Passengers,3495116,4353669.0
4332,US-Canada Border,2011-01-01,Rail Containers Empty,45652,49642.0
4331,US-Canada Border,2011-01-01,Truck Containers Full,338975,339701.0
4330,US-Canada Border,2011-01-01,Train Passengers,12857,15684.0
4329,US-Mexico Border,2011-01-01,Buses,16924,17973.0
4328,US-Mexico Border,2011-01-01,Personal Vehicles,5181858,5234157.0
4327,US-Mexico Border,2011-01-01,Trucks,390067,389353.0
4326,US-Mexico Border,2011-01-01,Personal Vehicle Passengers,9497550,9863332.0
4325,US-Mexico Border,2011-01-01,Truck Containers Full,260729,258213.0
4324,US-Mexico Border,2011-01-01,Bus Passengers,235177,229996.0
4323,US-Canada Border,2011-01-01,Personal Vehicles,2005084,2324044.0
4322,US-Canada Border,2011-01-01,Trains,2105,2124.0
4321,US-Canada Border,2011-01-01,Truck Containers Empty,96417,94665.0
4320,US-Mexico Border,2011-01-01,Pedestrians,3350279,3365858.0
4319,US-Mexico Border,2010-12-01,Personal Vehicle Passengers,10335188,10154251.0
4318,US-Canada Border,2010-12-01,Trains,2118,2153.0
4317,US-Mexico Border,2010-12-01,Rail Containers Full,27116,28469.0
4316,US-Canada Border,2010-12-01,Rail Containers Full,99136,102043.0
4315,US-Canada Border,2010-12-01,Truck Containers Full,302171,345314.0
4314,US-Mexico Border,2010-12-01,Pedestrians,3788938,3347868.0
4313,US-Mexico Border,2010-12-01,Trains,619,665.0
4312,US-Mexico Border,2010-12-01,Bus Passengers,272182,238266.0
4311,US-Mexico Border,2010-12-01,Trucks,376557,392405.0
4310,US-Canada Border,2010-12-01,Buses,7109,9611.0
4309,US-Mexico Border,2010-12-01,Train Passengers,224,269.0
4308,US-Canada Border,2010-12-01,Pedestrians,18678,36485.0
4307,US-Canada Border,2010-12-01,Rail Containers Empty,49209,50518.0
4306,US-Mexico Border,2010-12-01,Buses,19063,18451.0
4305,US-Canada Border,2010-12-01,Personal Vehicle Passengers,4286994,5012734.0
4304,US-Canada Border,2010-12-01,Trucks,402423,452298.0
4303,US-Mexico Border,2010-12-01,Truck Containers Full,249346,259199.0
4302,US-Canada Border,2010-12-01,Personal Vehicles,2285607,2562808.0
4301,US-Canada Border,2010-12-01,Bus Passengers,140795,206389.0
4300,US-Canada Border,2010-12-01,Train Passengers,12641,21472.0
4299,US-Canada Border,2010-12-01,Truck Containers Empty,83795,95793.0
4298,US-Mexico Border,2010-12-01,Personal Vehicles,5498251,5274566.0
4297,US-Mexico Border,2010-12-01,Rail Containers Empty,29946,33873.0
4296,US-Mexico Border,2010-12-01,Truck Containers Empty,124954,127737.0
4295,US-Canada Border,2010-11-01,Personal Vehicle Passengers,4091887,5512399.0
4294,US-Mexico Border,2010-11-01,Rail Containers Full,26566,26619.0
4293,US-Canada Border,2010-11-01,Personal Vehicles,2253733,2746579.0
4292,US-Mexico Border,2010-11-01,Personal Vehicle Passengers,9264116,10243206.0
4291,US-Mexico Border,2010-11-01,Trains,662,641.0
4290,US-Mexico Border,2010-11-01,Rail Containers Empty,34814,32413.0
4289,US-Canada Border,2010-11-01,Pedestrians,18791,43253.0
4288,US-Canada Border,2010-11-01,Truck Containers Empty,95667,97669.0
4287,US-Canada Border,2010-11-01,Trucks,449269,458633.0
4286,US-Canada Border,2010-11-01,Rail Containers Empty,49646,51044.0
4285,US-Mexico Border,2010-11-01,Bus Passengers,222156,237979.0
4284,US-Mexico Border,2010-11-01,Trucks,396321,394231.0
4283,US-Canada Border,2010-11-01,Buses,7937,10730.0
4282,US-Mexico Border,2010-11-01,Truck Containers Full,266558,259238.0
4281,US-Mexico Border,2010-11-01,Truck Containers Empty,128422,129856.0
4280,US-Mexico Border,2010-11-01,Train Passengers,290,276.0
4279,US-Mexico Border,2010-11-01,Buses,18794,18359.0
4278,US-Canada Border,2010-11-01,Truck Containers Full,348830,349138.0
4277,US-Canada Border,2010-11-01,Train Passengers,11833,26664.0
